CardId,RuleFamily,RuleCategory,Trigger,Base,Translate,WordCategory,Before,After,Answer,Outcome,Why,Why-Cym
c001210,"Soft, Contact",Bod+yn,yn,cywir,correct,adj,Roedd y mesur yn,yn ôl y tystiolaeth.,gywir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cywir becomes gywir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cywir yn dod yn gywir.
c001211,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Mae’r nod yn,o’r cychwyn.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001212,"Soft, Contact",Bod+yn,yn,gwahanol,different,adj,Roedd yr amcan yn,i’r disgwyl.,wahanol,SM,"After a form of bod, yn before an adjective causes a soft mutation. G- drops so gw- becomes w- so gwahanol becomes wahanol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae g- yn diflannu felly mae gw- yn dod yn w- felly mae gwahanol yn dod yn wahanol.
c001213,"Soft, Contact",Bod+yn,yn,penodol,specific,adj,Bydd y targed yn,yr wythnos nesaf.,benodol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so penodol becomes benodol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae penodol yn dod yn benodol.
c001214,"Soft, Contact",Bod+yn,yn,mawr,big,adj,Mae’r risg yn,mewn rhai achosion.,fawr,SM,"After a form of bod, yn before an adjective causes a soft mutation. M- changes to f- so mawr becomes fawr.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae m- yn troi’n f- felly mae mawr yn dod yn fawr.
c001215,"Soft, Contact",Bod+yn,yn,bach,small,adj,Dydy’r her ddim yn,o gwbl.,fach,SM,"After a form of bod, yn before an adjective causes a soft mutation. B- changes to f- so bach becomes fach.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae b- yn troi’n f- felly mae bach yn dod yn fach.
c001216,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Mae’r ateb yn,nawr.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001217,"Soft, Contact",Bod+yn,yn,gwreiddiol,original,adj,Roedd y datrysiad yn,iawn.,wreiddiol,SM,"After a form of bod, yn before an adjective causes a soft mutation. G- drops so gw- becomes w- so gwreiddiol becomes wreiddiol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae g- yn diflannu felly mae gw- yn dod yn w- felly mae gwreiddiol yn dod yn wreiddiol.
c001218,"Soft, Contact",Bod+yn,yn,drwg,bad,adj,Roedd y camgymeriad yn,iawn.,ddrwg,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so drwg becomes ddrwg.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae drwg yn dod yn ddrwg.
c001219,"Soft, Contact",Bod+yn,yn,mawr,big,adj,Mae’r gwall yn,yn y rhaglen.,fawr,SM,"After a form of bod, yn before an adjective causes a soft mutation. M- changes to f- so mawr becomes fawr.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae m- yn troi’n f- felly mae mawr yn dod yn fawr.
c001220,"Soft, Contact",Bod+yn,yn,mawr,big,adj,Mae’r llwyddiant yn,i’r tîm.,fawr,SM,"After a form of bod, yn before an adjective causes a soft mutation. M- changes to f- so mawr becomes fawr.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae m- yn troi’n f- felly mae mawr yn dod yn fawr.
c001221,"Soft, Contact",Bod+yn,yn,drwg,bad,adj,Roedd y methiant yn,i bawb.,ddrwg,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so drwg becomes ddrwg.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae drwg yn dod yn ddrwg.
c001222,"Soft, Contact",Bod+yn,yn,cymdeithasol,social,adj,Mae’r perthynas yn,iawn.,gymdeithasol,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cymdeithasol becomes gymdeithasol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cymdeithasol yn dod yn gymdeithasol.
c001223,"Soft, Contact",Bod+yn,yn,cenedlaethol,national,adj,Roedd y bartneriaeth yn,ar y pryd.,genedlaethol,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cenedlaethol becomes genedlaethol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cenedlaethol yn dod yn genedlaethol.
c001224,"Soft, Contact",Bod+yn,yn,perthnasol,relevant,adj,Mae’r ymchwil yn,i’r prosiect.,berthnasol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so perthnasol becomes berthnasol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae perthnasol yn dod yn berthnasol.
c001225,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Roedd yr enghraifft yn,ac yn ddefnyddiol.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001226,"Soft, Contact",Bod+yn,yn,defnyddiol,useful,adj,Roedd yr enghraifft yn glir ac yn,.,ddefnyddiol,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so defnyddiol becomes ddefnyddiol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae defnyddiol yn dod yn ddefnyddiol.
c001227,"Soft, Contact",Bod+yn,yn,gwahanol,different,adj,Mae’r syniad yn,ond yn ddiddorol.,wahanol,SM,"After a form of bod, yn before an adjective causes a soft mutation. G- drops so gw- becomes w- so gwahanol becomes wahanol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae g- yn diflannu felly mae gw- yn dod yn w- felly mae gwahanol yn dod yn wahanol.
c001228,"Soft, Contact",Bod+yn,yn,diddorol,interesting,adj,Mae’r syniad yn wahanol ond yn,.,ddiddorol,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diddorol becomes ddiddorol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diddorol yn dod yn ddiddorol.
c001229,None,Bod+yn,yn,aneglur,unclear,adj,Roedd y cysyniad yn gyffredinol yn,i rai.,aneglur,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001230,"Soft, Contact",Bod+yn,yn,cenedlaethol,national,adj,Mae’r cynulliad yn,mewn natur.,genedlaethol,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cenedlaethol becomes genedlaethol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cenedlaethol yn dod yn genedlaethol.
c001231,"Soft, Contact",Bod+yn,yn,gwleidyddol,political,adj,Roedd y pleidlais yn,iawn.,wleidyddol,SM,"After a form of bod, yn before an adjective causes a soft mutation. G- drops so gw- becomes w- so gwleidyddol becomes wleidyddol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae g- yn diflannu felly mae gw- yn dod yn w- felly mae gwleidyddol yn dod yn wleidyddol.
c001232,None,Bod+yn,yn,synhwyrol,sensible,adj,Mae’r strategaeth yn gyffredinol yn,.,synhwyrol,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001233,"Soft, Contact",Bod+yn,yn,gwleidyddol,political,adj,Roedd y polisi yn,iawn bryd hynny.,wleidyddol,SM,"After a form of bod, yn before an adjective causes a soft mutation. G- drops so gw- becomes w- so gwleidyddol becomes wleidyddol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae g- yn diflannu felly mae gw- yn dod yn w- felly mae gwleidyddol yn dod yn wleidyddol.
c001234,"Soft, Contact",Bod+yn,yn,penodol,specific,adj,Mae’r cynnig yn,ac yn glir.,benodol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so penodol becomes benodol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae penodol yn dod yn benodol.
c001235,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Mae’r cynnig yn benodol ac yn,.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001236,"Soft, Contact",Bod+yn,yn,personol,personal,adj,Roedd y cais yn,iawn.,bersonol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so personol becomes bersonol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae personol yn dod yn bersonol.
c001237,"Soft, Contact",Bod+yn,yn,diddorol,interesting,adj,Mae’r cwrs yn,ond yn heriol.,ddiddorol,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diddorol becomes ddiddorol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diddorol yn dod yn ddiddorol.
c001238,None,Bod+yn,yn,heriol,challenging,adj,Mae’r cwrs yn ddiddorol ond yn,.,heriol,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001239,"Soft, Contact",Bod+yn,yn,diweddar,recent,adj,Roedd y rhaglen yn,iawn ar y teledu.,ddiweddar,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diweddar becomes ddiweddar.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diweddar yn dod yn ddiweddar.
c001240,"Soft, Contact",Bod+yn,yn,poblogaidd,popular,adj,Mae’r sioe yn,eleni.,boblogaidd,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so poblogaidd becomes boblogaidd.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae poblogaidd yn dod yn boblogaidd.
c001241,None,Bod+yn,yn,wych,great,adj,Roedd y perfformiad yn,nos Sadwrn.,wych,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001242,"Soft, Contact",Bod+yn,yn,gwreiddiol,original,adj,Mae’r actor yn,yn ei ddull.,wreiddiol,SM,"After a form of bod, yn before an adjective causes a soft mutation. G- drops so gw- becomes w- so gwreiddiol becomes wreiddiol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae g- yn diflannu felly mae gw- yn dod yn w- felly mae gwreiddiol yn dod yn wreiddiol.
c001243,"Soft, Contact",Bod+yn,yn,diddorol,interesting,adj,Roedd y cymeriad yn,ac yn gymhleth.,ddiddorol,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diddorol becomes ddiddorol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diddorol yn dod yn ddiddorol.
c001244,"Soft, Contact",Bod+yn,yn,cymhleth,complex,adj,Roedd y cymeriad yn ddiddorol ac yn,.,gymhleth,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cymhleth becomes gymhleth.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cymhleth yn dod yn gymhleth.
c001245,"Soft, Contact",Bod+yn,yn,diddorol,interesting,adj,Mae’r ffilm yn,iawn.,ddiddorol,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diddorol becomes ddiddorol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diddorol yn dod yn ddiddorol.
c001246,"Soft, Contact",Bod+yn,yn,diweddar,recent,adj,Roedd yr episod yn,ac yn llawn tensiwn.,ddiweddar,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diweddar becomes ddiweddar.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diweddar yn dod yn ddiweddar.
c001247,None,Bod+yn,yn,llawn,full,adj,Roedd yr episod yn ddiweddar ac yn,tensiwn.,llawn,NONE,Yn is used in this kind of sentence before an adjective but words starting with ll- do not change here so the form stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw geiriau sy’n dechrau gyda ll- yn newid yma felly mae’r ffurf yr un fath.
c001248,"Soft, Contact",Bod+yn,yn,cyffredinol,general,adj,Mae’r dull yn,yn gweithio’n dda.,gyffredinol,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cyffredinol becomes gyffredinol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cyffredinol yn dod yn gyffredinol.
c001249,"Soft, Contact",Complement,yn,da,good,adj,Mae’r dull yn gyffredinol yn gweithio’n,.,dda,SM,Yn is used here before an adjective to mean 'in a ... way' and it causes a soft mutation. D- changes to dd- so da becomes dda.,Defnyddir yn yma cyn ansoddair i olygu 'mewn ffordd ...' ac mae’n achosi treiglad meddal. Mae d- yn troi’n dd- felly mae da yn dod yn dda.
c001250,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Roedd y proses yn,pan gafodd ei hesbonio.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001251,"Soft, Contact",Bod+yn,yn,cyflym,fast,adj,Mae’r cysylltiad yn,heddiw.,gyflym,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cyflym becomes gyflym.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cyflym yn dod yn gyflym.
c001252,None,Bod+yn,yn,uchel,high,adj,Roedd y safon yn,ond mae’r effaith yn fawr.,uchel,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001253,"Soft, Contact",Bod+yn,yn,mawr,big,adj,Roedd y safon yn uchel ond mae’r effaith yn,.,fawr,SM,"After a form of bod, yn before an adjective causes a soft mutation. M- changes to f- so mawr becomes fawr.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae m- yn troi’n f- felly mae mawr yn dod yn fawr.
c001254,None,Bod+yn,yn,isel,low,adj,Mae’r lefel yn,mewn rhai ardaloedd.,isel,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001255,"Soft, Contact",Bod+yn,yn,drwg,bad,adj,Roedd yr ansawdd yn,y tro diwethaf.,ddrwg,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so drwg becomes ddrwg.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae drwg yn dod yn ddrwg.
c001256,"Soft, Contact",Bod+yn,yn,gwahanol,different,adj,Mae’r antur yn,bob tro.,wahanol,SM,"After a form of bod, yn before an adjective causes a soft mutation. G- drops so gw- becomes w- so gwahanol becomes wahanol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae g- yn diflannu felly mae gw- yn dod yn w- felly mae gwahanol yn dod yn wahanol.
c001257,"Soft, Contact",Bod+yn,yn,personol,personal,adj,Roedd y calendr yn,ar fy ffôn.,bersonol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so personol becomes bersonol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae personol yn dod yn bersonol.
c001258,"Soft, Contact",Bod+yn,yn,coch,red,adj,Mae’r planed yn,yn y llun hwn.,goch,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so coch becomes goch.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae coch yn dod yn goch.
c001259,None,Bod+yn,yn,las,blue,adj,Roedd y daear yn,o’r gofod.,las,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001260,"Soft, Contact",Bod+yn,yn,poblogaidd,popular,adj,Mae’r gweithgaredd yn,yn yr haf.,boblogaidd,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so poblogaidd becomes boblogaidd.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae poblogaidd yn dod yn boblogaidd.
c001261,None,Bod+yn,yn,wych,great,adj,Roedd y noson yn,ac yn dawel.,wych,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001262,"Soft, Contact",Bod+yn,yn,tawel,quiet,adj,Roedd y noson yn wych ac yn,.,dawel,SM,"After a form of bod, yn before an adjective causes a soft mutation. T- changes to d- so tawel becomes dawel.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae t- yn troi’n d- felly mae tawel yn dod yn dawel.
c001263,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Mae’r ffurflen yn,—llenwa hi’n ofalus.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
